t,id,x,y,z
4.8800,10,-3.2713,1.8844,0.9872
4.8800,11,0.4943,0.0315,1.7178
4.8800,12,4.5810,-4.1581,0.6987
4.9000,10,-3.4389,1.9644,0.9118
4.9000,11,0.3120,0.1671,1.7210
4.9000,12,4.3739,-3.9495,0.7910
4.9200,10,-3.6058,2.0440,0.8328
4.9200,11,0.1306,0.3021,1.7202
4.9200,12,4.1684,-3.7425,0.8787
4.9400,10,-3.7718,2.1231,0.7502
4.9400,11,-0.0498,0.4362,1.7155
4.9400,12,3.9643,-3.5370,0.9618
4.9600,10,-3.9370,2.2019,0.6641
4.9600,11,-0.2292,0.5697,1.7069
4.9600,12,3.7618,-3.3330,1.0404
4.9800,10,-4.1014,2.2803,0.5746
4.9800,11,-0.4076,0.7024,1.6944
4.9800,12,3.5607,-3.1305,1.1145
5.0000,10,-4.2650,2.3584,0.4815
5.0000,11,-0.5851,0.8344,1.6780
5.0000,12,3.3611,-2.9294,1.1842
5.0200,10,-4.4278,2.4360,0.3850
5.0200,11,-0.7616,0.9657,1.6579
5.0200,12,3.1628,-2.7298,1.2494
5.0400,10,-4.5898,2.5132,0.2850
5.0400,11,-0.9371,1.0963,1.6339
5.0400,12,2.9660,-2.5315,1.3103
5.0600,10,-4.7510,2.5901,0.1816
5.0600,11,-1.1118,1.2262,1.6061
5.0600,12,2.7705,-2.3347,1.3668
5.0800,10,-4.9114,2.6666,0.0748
5.0800,11,-1.2855,1.3554,1.5745
5.0800,12,2.5763,-2.1391,1.4190
5.1000,11,-1.4582,1.4839,1.5392
5.1000,12,2.3835,-1.9449,1.4670
5.1200,11,-1.6301,1.6117,1.5001
5.1200,12,2.1920,-1.7520,1.5106
5.1400,11,-1.8011,1.7389,1.4573
5.1400,12,2.0017,-1.5604,1.5501
5.1600,11,-1.9711,1.8654,1.4109
5.1600,12,1.8127,-1.3701,1.5854
5.1800,11,-2.1403,1.9912,1.3607
5.1800,12,1.6250,-1.1810,1.6165
5.2000,11,-2.3086,2.1164,1.3069
5.2000,12,1.4384,-0.9932,1.6435
5.2200,11,-2.4759,2.2409,1.2494
5.2200,12,1.2531,-0.8065,1.6664
5.2400,11,-2.6425,2.3648,1.1883
5.2400,12,1.0689,-0.6211,1.6852
5.2600,11,-2.8081,2.4880,1.1237
5.2600,12,0.8860,-0.4368,1.7000
5.2800,11,-2.9729,2.6105,1.0554
5.2800,12,0.7041,-0.2537,1.7108
5.2800,13,4.7879,-5.5712,0.6024
5.3000,11,-3.1368,2.7325,0.9836
5.3000,12,0.5234,-0.0717,1.7176
5.3000,13,4.5777,-5.3047,0.7000
5.3200,11,-3.2998,2.8537,0.9082
5.3200,12,0.3439,0.1092,1.7204
5.3200,13,4.3693,-5.0405,0.7928
5.3400,11,-3.4620,2.9744,0.8293
5.3400,12,0.1654,0.2889,1.7193
5.3400,13,4.1626,-4.7785,0.8810
5.3600,11,-3.6234,3.0944,0.7468
5.3600,12,-0.0119,0.4675,1.7142
5.3600,13,3.9577,-4.5187,0.9645
5.3800,11,-3.7839,3.2138,0.6609
5.3800,12,-0.1882,0.6450,1.7053
5.3800,13,3.7545,-4.2610,1.0433
5.4000,11,-3.9435,3.3325,0.5715
5.4000,12,-0.3634,0.8215,1.6925
5.4000,13,3.5529,-4.0055,1.1176
5.4200,11,-4.1023,3.4507,0.4787
5.4200,12,-0.5376,0.9969,1.6758
5.4200,13,3.3529,-3.7520,1.1874
5.4400,11,-4.2603,3.5681,0.3824
5.4400,12,-0.7107,1.1712,1.6553
5.4400,13,3.1546,-3.5006,1.2526
5.4600,11,-4.4174,3.6850,0.2827
5.4600,12,-0.8828,1.3445,1.6311
5.4600,13,2.9578,-3.2511,1.3135
5.4800,11,-4.5737,3.8013,0.1797
5.4800,12,-1.0538,1.5168,1.6030
5.4800,13,2.7626,-3.0036,1.3699
5.5000,11,-4.7291,3.9169,0.0732
5.5000,12,-1.2239,1.6880,1.5712
5.5000,13,2.5688,-2.7580,1.4220
5.5200,12,-1.3929,1.8583,1.5356
5.5200,13,2.3766,-2.5143,1.4697
5.5400,12,-1.5610,2.0275,1.4964
5.5400,13,2.1858,-2.2725,1.5132
5.5600,12,-1.7280,2.1958,1.4534
5.5600,13,1.9965,-2.0325,1.5524
5.5800,12,-1.8941,2.3630,1.4068
5.5800,13,1.8086,-1.7942,1.5874
5.6000,12,-2.0592,2.5293,1.3565
5.6000,13,1.6220,-1.5578,1.6182
5.6200,12,-2.2234,2.6946,1.3025
5.6200,13,1.4369,-1.3230,1.6449
5.6400,12,-2.3866,2.8590,1.2450
5.6400,13,1.2531,-1.0900,1.6674
5.6600,12,-2.5489,3.0224,1.1839
5.6600,13,1.0706,-0.8587,1.6859
5.6800,12,-2.7102,3.1849,1.1192
5.6800,13,0.8894,-0.6290,1.7003
5.7000,12,-2.8706,3.3464,1.0509
5.7000,13,0.7095,-0.4009,1.7107
5.7000,14,4.7852,-6.7721,0.6032
5.7200,12,-3.0301,3.5070,0.9792
5.7200,13,0.5309,-0.1745,1.7171
5.7200,14,4.5725,-6.4474,0.7016
5.7400,12,-3.1886,3.6667,0.9039
5.7400,13,0.3535,0.0504,1.7195
5.7400,14,4.3619,-6.1259,0.7950
5.7600,12,-3.3463,3.8255,0.8251
5.7600,13,0.1773,0.2737,1.7180
5.7600,14,4.1532,-5.8075,0.8836
5.7800,12,-3.5030,3.9833,0.7428
5.7800,13,0.0024,0.4955,1.7125
5.7800,14,3.9466,-5.4921,0.9674
5.8000,12,-3.6589,4.1403,0.6571
5.8000,13,-0.1714,0.7157,1.7032
5.8000,14,3.7419,-5.1796,1.0466
5.8200,12,-3.8138,4.2963,0.5680
5.8200,13,-0.3439,0.9345,1.6900
5.8200,14,3.5391,-4.8700,1.1211
5.8400,12,-3.9679,4.4515,0.4755
5.8400,13,-0.5153,1.1518,1.6730
5.8400,14,3.3381,-4.5633,1.1909
5.8600,12,-4.1210,4.6057,0.3795
5.8600,13,-0.6856,1.3676,1.6521
5.8600,14,3.1390,-4.2593,1.2563
5.8800,12,-4.2733,4.7591,0.2802
5.8800,13,-0.8547,1.5819,1.6275
5.8800,14,2.9416,-3.9580,1.3171
5.9000,12,-4.4247,4.9116,0.1775
5.9000,13,-1.0226,1.7949,1.5991
5.9000,14,2.7460,-3.6594,1.3734
5.9200,12,-4.5753,5.0632,0.0716
5.9200,13,-1.1895,2.0064,1.5670
5.9200,14,2.5521,-3.3635,1.4254
5.9400,13,-1.3553,2.2166,1.5312
5.9400,14,2.3599,-3.0701,1.4729
5.9600,13,-1.5200,2.4254,1.4917
5.9600,14,2.1693,-2.7792,1.5161
5.9800,13,-1.6836,2.6328,1.4485
5.9800,14,1.9803,-2.4907,1.5551
6.0000,13,-1.8462,2.8389,1.4017
6.0000,14,1.7930,-2.2047,1.5898
6.0200,13,-2.0077,3.0436,1.3512
6.0200,14,1.6072,-1.9211,1.6202
6.0400,13,-2.1682,3.2471,1.2972
6.0400,14,1.4229,-1.6398,1.6465
6.0600,13,-2.3276,3.4492,1.2395
6.0600,14,1.2401,-1.3608,1.6687
6.0800,13,-2.4860,3.6500,1.1784
6.0800,14,1.0588,-1.0841,1.6868
6.1000,13,-2.6434,3.8496,1.1136
6.1000,14,0.8790,-0.8096,1.7007
6.1200,13,-2.7998,4.0478,1.0454
6.1200,14,0.7006,-0.5373,1.7107
6.1200,15,4.8039,-8.0101,0.6040
6.1400,13,-2.9553,4.2449,0.9737
6.1400,14,0.5236,-0.2671,1.7166
6.1400,15,4.6098,-7.6638,0.7030
6.1600,13,-3.1097,4.4407,0.8985
6.1600,14,0.3480,0.0009,1.7186
6.1600,15,4.4177,-7.3209,0.7972
6.1800,13,-3.2632,4.6352,0.8198
6.1800,14,0.1737,0.2669,1.7167
6.1800,15,4.2274,-6.9813,0.8864
6.2000,13,-3.4157,4.8285,0.7378
6.2000,14,0.0008,0.5308,1.7108
6.2000,15,4.0389,-6.6451,0.9709
6.2200,13,-3.5672,5.0206,0.6523
6.2200,14,-0.1707,0.7927,1.7010
6.2200,15,3.8523,-6.3120,1.0507
6.2400,13,-3.7178,5.2115,0.5634
6.2400,14,-0.3410,1.0527,1.6874
6.2400,15,3.6674,-5.9821,1.1258
6.2600,13,-3.8674,5.4012,0.4712
6.2600,14,-0.5100,1.3106,1.6700
6.2600,15,3.4842,-5.6553,1.1962
6.2800,13,-4.0161,5.5897,0.3756
6.2800,14,-0.6778,1.5667,1.6488
6.2800,15,3.3027,-5.3314,1.2621
6.3000,13,-4.1639,5.7771,0.2767
6.3000,14,-0.8443,1.8208,1.6238
6.3000,15,3.1229,-5.0106,1.3235
6.3200,13,-4.3108,5.9632,0.1745
6.3200,14,-1.0095,2.0730,1.5951
6.3200,15,2.9447,-4.6926,1.3804
6.3400,13,-4.4567,6.1482,0.0690
6.3400,14,-1.1736,2.3234,1.5627
6.3400,15,2.7682,-4.3775,1.4328
6.3600,14,-1.3364,2.5720,1.5266
6.3600,15,2.5931,-4.0652,1.4809
6.3800,14,-1.4981,2.8188,1.4868
6.3800,15,2.4196,-3.7556,1.5246
6.4000,14,-1.6586,3.0638,1.4433
6.4000,15,2.2476,-3.4487,1.5640
6.4200,14,-1.8179,3.3070,1.3963
6.4200,15,2.0771,-3.1444,1.5992
6.4400,14,-1.9761,3.5485,1.3457
6.4400,15,1.9080,-2.8427,1.6301
6.4600,14,-2.1332,3.7883,1.2915
6.4600,15,1.7404,-2.5436,1.6568
6.4800,14,-2.2892,4.0264,1.2338
6.4800,15,1.5741,-2.2469,1.6794
6.5000,14,-2.4441,4.2628,1.1725
6.5000,15,1.4092,-1.9527,1.6979
6.5200,14,-2.5979,4.4976,1.1078
6.5200,15,1.2457,-1.6609,1.7123
6.5400,14,-2.7506,4.7307,1.0396
6.5400,15,1.0835,-1.3714,1.7227
6.5400,16,4.8244,-9.2615,0.6062
6.5600,14,-2.9023,4.9622,0.9679
6.5600,15,0.9226,-1.0843,1.7291
6.5600,16,4.6505,-8.9066,0.7075
6.5800,14,-3.0529,5.1921,0.8928
6.5800,15,0.7630,-0.7995,1.7315
6.5800,16,4.4784,-8.5553,0.8038
6.6000,14,-3.2025,5.4204,0.8143
6.6000,15,0.6046,-0.5169,1.7299
6.6000,16,4.3079,-8.2073,0.8953
6.6200,14,-3.3510,5.6472,0.7325
6.6200,15,0.4475,-0.2366,1.7244
6.6200,16,4.1391,-7.8627,0.9820
6.6400,14,-3.4985,5.8723,0.6472
6.6400,15,0.2916,0.0416,1.7151
6.6400,16,3.9719,-7.5214,1.0639
6.6600,14,-3.6450,6.0960,0.5586
6.6600,15,0.1369,0.3176,1.7019
6.6600,16,3.8063,-7.1833,1.1411
6.6800,14,-3.7906,6.3181,0.4667
6.6800,15,-0.0166,0.5915,1.6849
6.6800,16,3.6422,-6.8484,1.2137
6.7000,14,-3.9351,6.5387,0.3715
6.7000,15,-0.1689,0.8634,1.6640
6.7000,16,3.4796,-6.5165,1.2817
6.7200,14,-4.0786,6.7578,0.2731
6.7200,15,-0.3201,1.1331,1.6395
6.7200,16,3.3185,-6.1877,1.3451
6.7400,14,-4.2212,6.9754,0.1713
6.7400,15,-0.4701,1.4008,1.6111
6.7400,16,3.1589,-5.8618,1.4041
6.7600,14,-4.3628,7.1916,0.0664
6.7600,15,-0.6191,1.6666,1.5791
6.7600,16,3.0007,-5.5388,1.4586
6.7800,15,-0.7669,1.9303,1.5434
6.7800,16,2.8438,-5.2187,1.5087
6.8000,15,-0.9136,2.1922,1.5040
6.8000,16,2.6884,-4.9013,1.5544
6.8200,15,-1.0593,2.4521,1.4610
6.8200,16,2.5343,-4.5867,1.5958
6.8400,15,-1.2039,2.7101,1.4144
6.8400,16,2.3815,-4.2748,1.6330
6.8600,15,-1.3474,2.9662,1.3642
6.8600,16,2.2299,-3.9655,1.6659
6.8800,15,-1.4899,3.2205,1.3104
6.8800,16,2.0797,-3.6589,1.6946
6.9000,15,-1.6314,3.4729,1.2531
6.9000,16,1.9307,-3.3547,1.7191
6.9200,15,-1.7719,3.7236,1.1922
6.9200,16,1.7829,-3.0531,1.7395
6.9400,15,-1.9113,3.9725,1.1279
6.9400,16,1.6364,-2.7539,1.7558
6.9600,15,-2.0498,4.2196,1.0601
6.9600,16,1.4910,-2.4572,1.7681
6.9600,17,4.8414,-10.5158,0.6100
6.9800,15,-2.1873,4.4649,0.9889
6.9800,16,1.3468,-2.1628,1.7763
6.9800,17,4.6845,-10.1551,0.7150
7.0000,15,-2.3239,4.7086,0.9142
7.0000,16,1.2037,-1.8707,1.7806
7.0000,17,4.5290,-9.7981,0.8150
7.0200,15,-2.4594,4.9505,0.8362
7.0200,16,1.0618,-1.5810,1.7809
7.0200,17,4.3751,-9.4445,0.9102
7.0400,15,-2.5941,5.1907,0.7548
7.0400,16,0.9209,-1.2935,1.7772
7.0400,17,4.2227,-9.0943,1.0005
7.0600,15,-2.7278,5.4293,0.6700
7.0600,16,0.7812,-1.0083,1.7697
7.0600,17,4.0717,-8.7475,1.0860
7.0800,15,-2.8605,5.6662,0.5818
7.0800,16,0.6425,-0.7252,1.7583
7.0800,17,3.9221,-8.4039,1.1668
7.1000,15,-2.9924,5.9015,0.4904
7.1000,16,0.5049,-0.4443,1.7431
7.1000,17,3.7740,-8.0635,1.2429
7.1200,15,-3.1233,6.1352,0.3957
7.1200,16,0.3684,-0.1656,1.7241
7.1200,17,3.6271,-7.7262,1.3144
7.1400,15,-3.2534,6.3672,0.2976
7.1400,16,0.2328,0.1111,1.7012
7.1400,17,3.4817,-7.3920,1.3813
7.1600,15,-3.3825,6.5977,0.1964
7.1600,16,0.0983,0.3857,1.6747
7.1600,17,3.3375,-7.0608,1.4437
7.1800,15,-3.5108,6.8266,0.0919
7.1800,16,-0.0352,0.6582,1.6444
7.1800,17,3.1946,-6.7325,1.5016
7.2000,16,-0.1677,0.9288,1.6104
7.2000,17,3.0529,-6.4071,1.5551
7.2200,16,-0.2993,1.1973,1.5727
7.2200,17,2.9125,-6.0846,1.6042
7.2400,16,-0.4299,1.4639,1.5314
7.2400,17,2.7733,-5.7648,1.6489
7.2600,16,-0.5595,1.7285,1.4864
7.2600,17,2.6353,-5.4477,1.6894
7.2800,16,-0.6882,1.9913,1.4379
7.2800,17,2.4985,-5.1334,1.7256
7.3000,16,-0.8160,2.2521,1.3858
7.3000,17,2.3628,-4.8216,1.7575
7.3200,16,-0.9429,2.5111,1.3301
7.3200,17,2.2282,-4.5124,1.7853
7.3400,16,-1.0689,2.7683,1.2709
7.3400,17,2.0947,-4.2058,1.8089
7.3600,16,-1.1940,3.0236,1.2082
7.3600,17,1.9623,-3.9016,1.8284
7.3800,16,-1.3182,3.2771,1.1420
7.3800,17,1.8310,-3.5999,1.8438
7.3800,18,4.8558,-11.7720,0.6151
7.4000,16,-1.4415,3.5288,1.0724
7.4000,17,1.7007,-3.3006,1.8551
7.4000,18,4.7131,-11.4077,0.7252
7.4200,16,-1.5639,3.7788,0.9993
7.4200,17,1.5714,-3.0037,1.8625
7.4200,18,4.5718,-11.0470,0.8302
7.4400,16,-1.6856,4.0271,0.9228
7.4400,17,1.4432,-2.7091,1.8659
7.4400,18,4.4318,-10.6898,0.9303
7.4600,16,-1.8063,4.2736,0.8429
7.4600,17,1.3159,-2.4168,1.8653
7.4600,18,4.2932,-10.3360,1.0255
7.4800,16,-1.9262,4.5184,0.7596
7.4800,17,1.1897,-2.1267,1.8608
7.4800,18,4.1560,-9.9856,1.1159
7.5000,16,-2.0453,4.7615,0.6730
7.5000,17,1.0644,-1.8389,1.8524
7.5000,18,4.0200,-9.6384,1.2015
7.5200,16,-2.1636,5.0029,0.5831
7.5200,17,0.9400,-1.5533,1.8402
7.5200,18,3.8852,-9.2945,1.2824
7.5400,16,-2.2811,5.2427,0.4898
7.5400,17,0.8166,-1.2698,1.8241
7.5400,18,3.7517,-8.9537,1.3587
7.5600,16,-2.3978,5.4809,0.3933
7.5600,17,0.6942,-0.9884,1.8042
7.5600,18,3.6194,-8.6160,1.4303
7.5800,16,-2.5136,5.7174,0.2935
7.5800,17,0.5726,-0.7092,1.7805
7.5800,18,3.4883,-8.2814,1.4973
7.6000,16,-2.6287,5.9523,0.1905
7.6000,17,0.4519,-0.4320,1.7531
7.6000,18,3.3584,-7.9497,1.5599
7.6200,16,-2.7430,6.1856,0.0842
7.6200,17,0.3322,-0.1568,1.7220
7.6200,18,3.2296,-7.6209,1.6179
7.6400,17,0.2133,0.1163,1.6872
7.6400,18,3.1019,-7.2949,1.6716
7.6600,17,0.0952,0.3875,1.6487
7.6600,18,2.9753,-6.9718,1.7208
7.6800,17,-0.0219,0.6567,1.6065
7.6800,18,2.8497,-6.6514,1.7657
7.7000,17,-0.1383,0.9239,1.5608
7.7000,18,2.7253,-6.3337,1.8063
7.7200,17,-0.2538,1.1893,1.5114
7.7200,18,2.6018,-6.0186,1.8427
7.7400,17,-0.3685,1.4527,1.4585
7.7400,18,2.4794,-5.7062,1.8748
7.7600,17,-0.4824,1.7143,1.4020
7.7600,18,2.3580,-5.3962,1.9027
7.7800,17,-0.5954,1.9741,1.3420
7.7800,18,2.2376,-5.0888,1.9265
7.8000,17,-0.7077,2.2320,1.2785
7.8000,18,2.1181,-4.7839,1.9462
7.8000,19,4.8682,-13.0299,0.6215
7.8200,17,-0.8192,2.4882,1.2115
7.8200,18,1.9996,-4.4814,1.9618
7.8200,19,4.7376,-12.6634,0.7378
7.8400,17,-0.9299,2.7425,1.1410
7.8400,18,1.8820,-4.1812,1.9733
7.8400,19,4.6084,-12.3006,0.8491
7.8600,17,-1.0399,2.9951,1.0671
7.8600,18,1.7653,-3.8835,1.9808
7.8600,19,4.4804,-11.9413,0.9554
7.8800,17,-1.1491,3.2459,0.9898
7.8800,18,1.6496,-3.5880,1.9844
7.8800,19,4.3536,-11.5854,1.0567
7.9000,17,-1.2575,3.4951,0.9091
7.9000,18,1.5347,-3.2948,1.9840
7.9000,19,4.2280,-11.2329,1.1531
7.9200,17,-1.3652,3.7425,0.8251
7.9200,18,1.4207,-3.0038,1.9796
7.9200,19,4.1036,-10.8837,1.2447
7.9400,17,-1.4722,3.9882,0.7377
7.9400,18,1.3076,-2.7150,1.9714
7.9400,19,3.9804,-10.5377,1.3316
7.9600,17,-1.5784,4.2322,0.6469
7.9600,18,1.1953,-2.4284,1.9593
7.9600,19,3.8583,-10.1949,1.4137
7.9800,17,-1.6839,4.4746,0.5529
7.9800,18,1.0839,-2.1440,1.9434
7.9800,19,3.7373,-9.8552,1.4912
8.0000,17,-1.7887,4.7153,0.4555
8.0000,18,0.9732,-1.8616,1.9237
8.0000,19,3.6173,-9.5185,1.5640
